Unnamed: 0,DataSet,Subject,Condition,TrialNum,Inducer,Concurrent,Comparison,ResponseSimulated
22928,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,16,Brightness,Affect EB,Affect EB-Brightness,1
22929,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,17,Affect SC,Speed,Affect SC-Speed,1
22930,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,18,Affect PD,Shape,Affect PD-Shape,1
22931,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,19,Affect PD,Pitch,Affect PD-Pitch,1
22932,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,20,Amp,Affect HS,Affect HS-Amp,1
22933,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,21,Shape,Speed,Shape-Speed,1
22934,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,22,Pitch,Color RB,Color RB-Pitch,1
22935,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,23,Affect PD,Brightness,Affect PD-Brightness,1
22936,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,24,Shape,Noise,Noise-Shape,1
22937,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,25,Pitch,Amp,Amp-Pitch,0
22938,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,26,Pitch,Speed,Pitch-Speed,1
22939,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,27,Affect SC,Brightness,Affect SC-Brightness,1
22940,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,28,Amp,Shape,Amp-Shape,1
22941,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,29,Pitch,Noise,Noise-Pitch,0
22942,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,30,Color RB,Shape,Color RB-Shape,1
22943,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,31,Brightness,Pitch,Brightness-Pitch,1
22944,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,32,Shape,Affect EB,Affect EB-Shape,1
22945,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,33,Affect PD,Pitch,Affect PD-Pitch,1
22946,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,34,Brightness,Shape,Brightness-Shape,1
22947,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,35,Shape,Size,Shape-Size,0
22948,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,36,Size,Affect HS,Affect HS-Size,0
22949,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,37,Shape,Color RB,Color RB-Shape,1
22950,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,38,Pitch,Brightness,Brightness-Pitch,1
22951,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,39,Shape,Pitch,Pitch-Shape,0
22952,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,40,Affect PD,Color RB,Affect PD-Color RB,0
22953,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,41,Affect SC,Size,Affect SC-Size,0
22954,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,42,Noise,Shape,Noise-Shape,1
22955,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,43,Shape,Brightness,Brightness-Shape,1
22956,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,44,Pitch,Speed,Pitch-Speed,1
22957,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,45,Amp,Affect EB,Affect EB-Amp,1
22958,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,46,Size,Affect EB,Affect EB-Size,0
22959,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,47,Speed,Affect EB,Affect EB-Speed,1
22960,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,48,Pitch,Affect PD,Affect PD-Pitch,1
22961,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,49,Affect SC,Amp,Affect SC-Amp,1
22962,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,50,Noise,Pitch,Noise-Pitch,0
22963,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,51,Size,Pitch,Pitch-Size,0
22964,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,52,Brightness,Affect HS,Affect HS-Brightness,1
22965,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,53,Affect PD,Amp,Affect PD-Amp,0
22966,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,54,Size,Shape,Shape-Size,0
22967,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,55,Shape,Speed,Shape-Speed,1
22968,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,56,Amp,Pitch,Amp-Pitch,0
22969,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,57,Noise,Pitch,Noise-Pitch,0
22970,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,58,Pitch,Shape,Pitch-Shape,0
22971,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,59,Speed,Pitch,Pitch-Speed,1
22972,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,60,Color RB,Pitch,Color RB-Pitch,1
22973,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,61,Color RB,Shape,Color RB-Shape,1
22974,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,62,Noise,Affect HS,Affect HS-Noise,0
22975,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,63,Size,Shape,Shape-Size,0
22976,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,64,Pitch,Color RB,Color RB-Pitch,1
22977,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,65,Pitch,Affect EB,Affect EB-Pitch,1
22978,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,66,Pitch,Affect PD,Affect PD-Pitch,1
22979,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,67,Color RB,Pitch,Color RB-Pitch,1
22980,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,68,Shape,Noise,Noise-Shape,1
22981,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,69,Pitch,Amp,Amp-Pitch,0
22982,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,70,Shape,Affect PD,Affect PD-Shape,1
22983,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,71,Shape,Size,Shape-Size,0
22984,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,72,Affect SC,Noise,Affect SC-Noise,1
22985,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,73,Speed,Shape,Shape-Speed,1
22986,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,74,Color RB,Affect HS,Affect HS-Color RB,1
22987,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,75,Color RB,Affect EB,Affect EB-Color RB,1
22988,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,76,Size,Pitch,Pitch-Size,0
22989,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,77,Shape,Brightness,Brightness-Shape,1
22990,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,78,Pitch,Shape,Pitch-Shape,0
22991,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,79,Speed,Shape,Shape-Speed,1
22992,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,80,Affect PD,Shape,Affect PD-Shape,1
22993,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,81,Shape,Color RB,Color RB-Shape,1
22994,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,82,Shape,Pitch,Pitch-Shape,0
22995,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,83,Pitch,Size,Pitch-Size,0
22996,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,84,Pitch,Shape,Pitch-Shape,0
22997,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,85,Shape,Affect HS,Affect HS-Shape,1
22998,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,86,Brightness,Pitch,Brightness-Pitch,1
22999,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,87,Speed,Pitch,Pitch-Speed,1
23000,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,88,Shape,Pitch,Pitch-Shape,0
23001,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,89,Affect PD,Speed,Affect PD-Speed,1
23002,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,90,Affect SC,Shape,Affect SC-Shape,1
23003,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,91,Affect SC,Pitch,Affect SC-Pitch,1
23004,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,92,Shape,Amp,Amp-Shape,1
23005,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,93,Amp,Pitch,Amp-Pitch,0
23006,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,94,Shape,Pitch,Pitch-Shape,0
23007,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,95,Noise,Affect EB,Affect EB-Noise,1
23008,Simulated,Pitch-Shape-Affect-10,Pitch Shape Affect,96,Pitch,Affect HS,Affect HS-Pitch,1
23009,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,1,Pitch,Shape,Pitch-Shape,0
23010,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,2,Pitch,Shape,Pitch-Shape,0
23011,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,3,Amp,Pitch,Amp-Pitch,0
23012,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,4,Shape,Noise,Noise-Shape,1
23013,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,5,Speed,Affect PD,Affect PD-Speed,1
23014,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,6,Shape,Brightness,Brightness-Shape,1
23015,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,7,Brightness,Affect SC,Affect SC-Brightness,1
23016,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,8,Speed,Pitch,Pitch-Speed,1
23017,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,9,Affect HS,Amp,Affect HS-Amp,1
23018,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,10,Size,Pitch,Pitch-Size,0
23019,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,11,Color YB,Shape,Color YB-Shape,1
23020,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,12,Affect HS,Shape,Affect HS-Shape,1
23021,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,13,Size,Affect PD,Affect PD-Size,0
23022,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,14,Pitch,Brightness,Brightness-Pitch,1
23023,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,15,Shape,Affect SC,Affect SC-Shape,1
23024,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,16,Shape,Brightness,Brightness-Shape,1
23025,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,17,Size,Affect SC,Affect SC-Size,0
23026,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,18,Shape,Amp,Amp-Shape,1
23027,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,19,Shape,Speed,Shape-Speed,1
23028,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,20,Amp,Shape,Amp-Shape,1
23029,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,21,Shape,Affect HS,Affect HS-Shape,1
23030,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,22,Pitch,Color YB,Color YB-Pitch,1
23031,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,23,Noise,Affect PD,Affect PD-Noise,0
23032,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,24,Affect EB,Size,Affect EB-Size,0
23033,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,25,Shape,Noise,Noise-Shape,1
23034,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,26,Noise,Affect SC,Affect SC-Noise,1
23035,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,27,Shape,Size,Shape-Size,0
23036,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,28,Affect EB,Pitch,Affect EB-Pitch,1
23037,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,29,Pitch,Noise,Noise-Pitch,0
23038,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,30,Noise,Shape,Noise-Shape,1
23039,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,31,Affect EB,Shape,Affect EB-Shape,1
23040,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,32,Noise,Shape,Noise-Shape,1
23041,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,33,Speed,Shape,Shape-Speed,1
23042,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,34,Affect EB,Color YB,Affect EB-Color YB,1
23043,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,35,Affect HS,Color YB,Affect HS-Color YB,1
23044,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,36,Pitch,Speed,Pitch-Speed,1
23045,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,37,Pitch,Brightness,Brightness-Pitch,1
23046,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,38,Size,Pitch,Pitch-Size,0
23047,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,39,Brightness,Pitch,Brightness-Pitch,1
23048,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,40,Pitch,Speed,Pitch-Speed,1
23049,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,41,Affect HS,Noise,Affect HS-Noise,0
23050,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,42,Amp,Affect PD,Affect PD-Amp,0
23051,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,43,Speed,Shape,Shape-Speed,1
23052,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,44,Speed,Affect SC,Affect SC-Speed,1
23053,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,45,Affect EB,Brightness,Affect EB-Brightness,1
23054,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,46,Shape,Size,Shape-Size,0
23055,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,47,Pitch,Amp,Amp-Pitch,0
23056,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,48,Shape,Affect HS,Affect HS-Shape,1
23057,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,49,Brightness,Pitch,Brightness-Pitch,1
23058,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,50,Affect EB,Speed,Affect EB-Speed,1
23059,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,51,Shape,Speed,Shape-Speed,1
23060,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,52,Shape,Amp,Amp-Shape,1
23061,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,53,Amp,Shape,Amp-Shape,1
23062,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,54,Pitch,Size,Pitch-Size,0
23063,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,55,Shape,Pitch,Pitch-Shape,0
23064,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,56,Shape,Pitch,Pitch-Shape,0
23065,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,57,Affect HS,Shape,Affect HS-Shape,1
23066,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,58,Color YB,Shape,Color YB-Shape,1
23067,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,59,Color YB,Affect PD,Affect PD-Color YB,1
23068,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,60,Shape,Pitch,Pitch-Shape,0
23069,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,61,Pitch,Color YB,Color YB-Pitch,1
23070,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,62,Affect HS,Shape,Affect HS-Shape,1
23071,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,63,Pitch,Shape,Pitch-Shape,0
23072,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,64,Brightness,Shape,Brightness-Shape,1
23073,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,65,Brightness,Affect PD,Affect PD-Brightness,1
23074,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,66,Noise,Pitch,Noise-Pitch,0
23075,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,67,Brightness,Shape,Brightness-Shape,1
23076,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,68,Shape,Color YB,Color YB-Shape,1
23077,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,69,Shape,Affect PD,Affect PD-Shape,1
23078,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,70,Shape,Pitch,Pitch-Shape,0
23079,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,71,Pitch,Amp,Amp-Pitch,0
23080,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,72,Affect HS,Size,Affect HS-Size,0
23081,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,73,Affect HS,Pitch,Affect HS-Pitch,1
23082,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,74,Pitch,Affect SC,Affect SC-Pitch,1
23083,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,75,Shape,Color YB,Color YB-Shape,1
23084,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,76,Pitch,Affect PD,Affect PD-Pitch,1
23085,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,77,Amp,Affect SC,Affect SC-Amp,1
23086,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,78,Size,Shape,Shape-Size,0
23087,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,79,Noise,Pitch,Noise-Pitch,0
23088,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,80,Color YB,Affect SC,Affect SC-Color YB,1
23089,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,81,Speed,Pitch,Pitch-Speed,1
23090,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,82,Affect HS,Pitch,Affect HS-Pitch,1
23091,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,83,Affect HS,Brightness,Affect HS-Brightness,1
23092,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,84,Affect HS,Speed,Affect HS-Speed,1
23093,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,85,Pitch,Shape,Pitch-Shape,0
23094,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,86,Color YB,Pitch,Color YB-Pitch,1
23095,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,87,Pitch,Affect HS,Affect HS-Pitch,1
23096,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,88,Affect EB,Noise,Affect EB-Noise,1
23097,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,89,Pitch,Noise,Noise-Pitch,0
23098,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,90,Pitch,Size,Pitch-Size,0
23099,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,91,Affect EB,Amp,Affect EB-Amp,1
23100,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,92,Pitch,Affect HS,Affect HS-Pitch,1
23101,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,93,Affect HS,Pitch,Affect HS-Pitch,1
23102,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,94,Color YB,Pitch,Color YB-Pitch,1
23103,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,95,Amp,Pitch,Amp-Pitch,0
23104,Simulated,Pitch-Shape-Affect-11,Pitch Shape Affect,96,Size,Shape,Shape-Size,0
23105,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,1,Shape,Color RG,Color RG-Shape,1
23106,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,2,Noise,Affect EB,Affect EB-Noise,1
23107,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,3,Affect EB,Pitch,Affect EB-Pitch,1
23108,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,4,Affect HS,Speed,Affect HS-Speed,1
23109,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,5,Affect EB,Shape,Affect EB-Shape,1
23110,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,6,Shape,Affect EB,Affect EB-Shape,1
23111,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,7,Color RG,Shape,Color RG-Shape,1
23112,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,8,Color RG,Pitch,Color RG-Pitch,0
23113,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,9,Color RG,Pitch,Color RG-Pitch,0
23114,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,10,Affect PD,Noise,Affect PD-Noise,0
23115,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,11,Speed,Shape,Shape-Speed,1
23116,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,12,Affect EB,Pitch,Affect EB-Pitch,1
23117,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,13,Affect PD,Pitch,Affect PD-Pitch,1
23118,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,14,Noise,Pitch,Noise-Pitch,0
23119,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,15,Shape,Speed,Shape-Speed,1
23120,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,16,Color RG,Affect EB,Affect EB-Color RG,0
23121,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,17,Amp,Affect EB,Affect EB-Amp,1
23122,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,18,Pitch,Color RG,Color RG-Pitch,0
23123,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,19,Shape,Pitch,Pitch-Shape,0
23124,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,20,Pitch,Noise,Noise-Pitch,0
23125,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,21,Size,Affect EB,Affect EB-Size,0
23126,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,22,Pitch,Noise,Noise-Pitch,0
23127,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,23,Shape,Size,Shape-Size,0
23128,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,24,Shape,Affect EB,Affect EB-Shape,1
23129,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,25,Shape,Amp,Amp-Shape,1
23130,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,26,Amp,Shape,Amp-Shape,1
23131,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,27,Noise,Shape,Noise-Shape,1
23132,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,28,Shape,Pitch,Pitch-Shape,0
23133,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,29,Size,Pitch,Pitch-Size,0
23134,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,30,Pitch,Affect EB,Affect EB-Pitch,1
23135,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,31,Shape,Pitch,Pitch-Shape,0
23136,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,32,Color RG,Shape,Color RG-Shape,1
23137,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,33,Size,Pitch,Pitch-Size,0
23138,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,34,Pitch,Speed,Pitch-Speed,1
23139,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,35,Noise,Shape,Noise-Shape,1
23140,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,36,Pitch,Shape,Pitch-Shape,0
23141,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,37,Color RG,Affect SC,Affect SC-Color RG,1
23142,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,38,Size,Shape,Shape-Size,0
23143,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,39,Affect HS,Amp,Affect HS-Amp,1
23144,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,40,Size,Shape,Shape-Size,0
23145,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,41,Speed,Affect EB,Affect EB-Speed,1
23146,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,42,Shape,Speed,Shape-Speed,1
23147,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,43,Affect PD,Amp,Affect PD-Amp,0
23148,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,44,Shape,Affect SC,Affect SC-Shape,1
23149,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,45,Brightness,Affect EB,Affect EB-Brightness,1
23150,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,46,Brightness,Shape,Brightness-Shape,1
23151,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,47,Amp,Pitch,Amp-Pitch,0
23152,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,48,Pitch,Size,Pitch-Size,0
23153,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,49,Pitch,Affect EB,Affect EB-Pitch,1
23154,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,50,Shape,Size,Shape-Size,0
23155,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,51,Affect PD,Brightness,Affect PD-Brightness,1
23156,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,52,Affect PD,Color RG,Affect PD-Color RG,0
23157,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,53,Noise,Affect SC,Affect SC-Noise,1
23158,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,54,Pitch,Size,Pitch-Size,0
23159,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,55,Pitch,Amp,Amp-Pitch,0
23160,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,56,Brightness,Pitch,Brightness-Pitch,1
23161,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,57,Pitch,Shape,Pitch-Shape,0
23162,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,58,Brightness,Shape,Brightness-Shape,1
23163,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,59,Pitch,Color RG,Color RG-Pitch,0
23164,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,60,Shape,Brightness,Brightness-Shape,1
23165,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,61,Speed,Shape,Shape-Speed,1
23166,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,62,Speed,Affect SC,Affect SC-Speed,1
23167,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,63,Size,Affect SC,Affect SC-Size,0
23168,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,64,Pitch,Brightness,Brightness-Pitch,1
23169,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,65,Affect HS,Noise,Affect HS-Noise,0
23170,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,66,Speed,Pitch,Pitch-Speed,1
23171,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,67,Shape,Noise,Noise-Shape,1
23172,Simulated,Pitch-Shape-Affect-12,Pitch Shape Affect,68,Affect HS,Brightness,Affect HS-Brightness,1
